INFO 2026-03-02 10:24:12,750 autoreload Watching for file changes with StatReloader
INFO 2026-03-02 10:24:29,802 log "POST /admin/login/?next=/admin/dashboard/ HTTP/1.1" 200 4269
INFO 2026-03-02 10:24:44,203 log "POST /admin/login/?next=/admin/dashboard/ HTTP/1.1" 200 4269
INFO 2026-03-02 10:25:01,091 log "POST /admin/login/?next=/admin/dashboard/ HTTP/1.1" 200 4269
INFO 2026-03-02 10:25:14,621 log "GET / HTTP/1.1" 200 15574
INFO 2026-03-02 10:25:19,732 log "GET /accounts/login/ HTTP/1.1" 200 6447
INFO 2026-03-02 10:25:35,188 log "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2026-03-02 10:25:35,215 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 10:25:35,259 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9847
INFO 2026-03-02 10:25:51,798 log "GET /admin/ HTTP/1.1" 302 0
INFO 2026-03-02 10:25:52,017 log "GET /admin/login/?next=/admin/ HTTP/1.1" 200 3598
INFO 2026-03-02 10:25:56,060 log "GET /admin/login/?next=/admin/ HTTP/1.1" 200 3598
INFO 2026-03-02 10:28:30,770 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 10:28:30,834 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9491
INFO 2026-03-02 10:28:36,837 log "GET /accounts/logout/ HTTP/1.1" 302 0
INFO 2026-03-02 10:28:36,848 log "GET /accounts/login/ HTTP/1.1" 200 6816
INFO 2026-03-02 10:28:39,234 log "GET / HTTP/1.1" 200 15574
INFO 2026-03-02 10:44:18,003 log "GET /accounts/login/ HTTP/1.1" 200 6447
INFO 2026-03-02 10:44:32,390 log "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2026-03-02 10:44:32,415 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 10:44:32,447 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9847
INFO 2026-03-02 10:47:49,444 log "GET /elections/create/ HTTP/1.1" 200 9076
INFO 2026-03-02 10:57:24,348 autoreload Watching for file changes with StatReloader
INFO 2026-03-02 10:57:38,125 log "GET /accounts/login/ HTTP/1.1" 302 0
INFO 2026-03-02 10:57:38,149 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 10:57:38,214 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9491
INFO 2026-03-02 11:03:38,822 log "GET /accounts/voter-ids/ HTTP/1.1" 200 10340
INFO 2026-03-02 11:05:15,876 log "GET /accounts/logout/ HTTP/1.1" 302 0
INFO 2026-03-02 11:05:15,889 log "GET /accounts/login/ HTTP/1.1" 200 6816
INFO 2026-03-02 11:05:17,995 log "GET / HTTP/1.1" 200 15574
INFO 2026-03-02 11:25:20,386 autoreload Watching for file changes with StatReloader
INFO 2026-03-02 13:17:53,547 autoreload Watching for file changes with StatReloader
INFO 2026-03-02 13:18:31,838 log "GET / HTTP/1.1" 200 15574
INFO 2026-03-02 13:18:35,079 log "GET /accounts/login/ HTTP/1.1" 200 6447
INFO 2026-03-02 13:18:48,090 log "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2026-03-02 13:18:48,112 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 13:18:48,156 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9847
INFO 2026-03-02 14:17:21,634 log "GET /super-admin/users/ HTTP/1.1" 302 0
INFO 2026-03-02 14:17:21,646 log "GET /accounts/login/?next=/super-admin/users/ HTTP/1.1" 200 6447
INFO 2026-03-02 14:17:47,033 log "POST /accounts/login/?next=/super-admin/users/ HTTP/1.1" 200 6734
INFO 2026-03-02 14:17:58,596 log "POST /accounts/login/?next=/super-admin/users/ HTTP/1.1" 200 6734
INFO 2026-03-02 14:31:39,150 log "POST /accounts/login/?next=/super-admin/users/ HTTP/1.1" 302 0
INFO 2026-03-02 14:31:39,240 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 14:31:39,270 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9847
INFO 2026-03-02 14:31:55,647 log "GET /accounts/logout/ HTTP/1.1" 302 0
INFO 2026-03-02 14:31:55,656 log "GET /accounts/login/ HTTP/1.1" 200 6816
INFO 2026-03-02 14:32:15,931 log "POST /accounts/login/ HTTP/1.1" 200 6734
INFO 2026-03-02 14:32:26,174 log "POST /accounts/login/ HTTP/1.1" 200 6734
INFO 2026-03-02 14:32:48,566 log "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2026-03-02 14:32:48,585 log "GET / HTTP/1.1" 302 0
INFO 2026-03-02 14:32:48,617 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9847
INFO 2026-03-02 14:32:54,937 log "GET /super-admin/users/ HTTP/1.1" 200 8893
INFO 2026-03-02 14:33:59,905 log "GET /accounts/voter-ids/ HTTP/1.1" 200 10340
INFO 2026-03-02 16:19:59,753 log "GET / HTTP/1.1" 200 15574
INFO 2026-03-04 09:30:52,490 autoreload Watching for file changes with StatReloader
INFO 2026-03-04 09:31:57,692 log "GET / HTTP/1.1" 200 15574
WARNING 2026-03-04 09:32:00,665 log "GET /favicon.ico HTTP/1.1" 404 179
INFO 2026-03-04 09:32:06,470 log "GET /accounts/login/ HTTP/1.1" 200 6447
WARNING 2026-03-04 09:32:06,545 log "GET /static/css/style.css HTTP/1.1" 404 179
INFO 2026-03-04 09:32:30,294 log "POST /accounts/login/ HTTP/1.1" 200 6732
WARNING 2026-03-04 09:32:30,333 log "GET /static/css/style.css HTTP/1.1" 404 179
INFO 2026-03-04 09:32:56,087 log "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2026-03-04 09:32:56,616 log "GET / HTTP/1.1" 302 0
INFO 2026-03-04 09:32:58,399 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9847
WARNING 2026-03-04 09:32:58,515 log "GET /static/css/style.css HTTP/1.1" 404 179
INFO 2026-03-04 09:33:13,585 log "GET /elections/create/ HTTP/1.1" 200 9076
WARNING 2026-03-04 09:33:13,975 log "GET /static/css/style.css HTTP/1.1" 404 179
INFO 2026-03-04 09:33:18,802 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9491
WARNING 2026-03-04 09:33:18,953 log "GET /static/css/style.css HTTP/1.1" 404 179
INFO 2026-03-04 09:33:19,855 log "GET /super-admin/dashboard/ HTTP/1.1" 200 9491
WARNING 2026-03-04 09:33:19,902 log "GET /static/css/style.css HTTP/1.1" 404 179
